YEA_GOV,PROV,TAX_TYPE,FORM_CODE,AMT_RCV
2566,พิจิตร,1,ภงด3,34441999.34
2566,พิจิตร,1,ภงด90,51213498.18
2566,พิจิตร,1,ภงด91,20526277.35
2566,พิจิตร,1,ภงด93,11020
2566,พิจิตร,1,ภงด94,13181725.52
2566,พิจิตร,2,ทป3,2835964.68
2566,พิจิตร,2,ป2,579500
2566,พิจิตร,2,ภงด50,100362569.8
2566,พิจิตร,2,ภงด51,59263474.48
2566,พิจิตร,2,ภงด53,116919473.2
2566,พิจิตร,2,ภงด54,1586803.01
2566,พิจิตร,2,ภงด55,230772.55
2566,พิจิตร,5,ทป3,21517524.28
2566,พิจิตร,5,ป2,243900
2566,พิจิตร,5,ภพ30,353082159
2566,พิจิตร,5,ภพ36,5945704.41
2566,พิจิตร,6,ทป3,808.72
2566,พิจิตร,6,ป2,9100
2566,พิจิตร,6,ภธ40,17688259.37
2566,พิจิตร,7,อส10,4206259.5
2566,พิจิตร,7,อส10.1,288374
2566,พิจิตร,7,อส4,1363256.5
2566,พิจิตร,7,อส4ก,45079.8
2566,พิจิตร,7,อส4ข,902532.21
2566,พิจิตร,7,อส9,3160572
2566,พิจิตร,9,รบ1,70
2566,พิจิตร,10,รบ1,1
2566,พิจิตร,11,ป2,385600
2566,พิจิตร,15,รบ1,4416
2566,พิษณุโลก,1,ทป3,82910883.77
2566,พิษณุโลก,1,ป2,1931000
2566,พิษณุโลก,1,ภงด1,225848349.7
2566,พิษณุโลก,1,ภงด2,53912810.01
2566,พิษณุโลก,1,ภงด3,91909338.8
2566,พิษณุโลก,1,ภงด90,124876149
2566,พิษณุโลก,1,ภงด91,49444539.24
2566,พิษณุโลก,1,ภงด93,24512440.01
2566,พิษณุโลก,1,ภงด94,23146526.18
2566,พิษณุโลก,2,ทป3,18347725.68
2566,พิษณุโลก,2,ป2,1011100
2566,พิษณุโลก,2,ภงด50,175909249.5
2566,พิษณุโลก,2,ภงด51,121849012.4
2566,พิษณุโลก,2,ภงด53,197841386
2566,พิษณุโลก,2,ภงด54,1105610.98
2566,พิษณุโลก,2,ภงด55,685825.03
2566,พิษณุโลก,5,ทป3,38977047.78
2566,พิษณุโลก,5,ป2,699000
2566,พิษณุโลก,5,ภพ30,1129624370
2566,พิษณุโลก,5,ภพ36,31445130.78
2566,พิษณุโลก,6,ทป3,1365034.94
2566,พิษณุโลก,6,ป2,28300
2566,พิษณุโลก,6,ภธ40,53546122.88
2566,พิษณุโลก,7,อส10,8752130.3
2566,พิษณุโลก,7,อส10.1,1411170
2566,พิษณุโลก,7,อส4,3996914.94
2566,พิษณุโลก,7,อส4ก,138579.9
2566,พิษณุโลก,7,อส4ข,13409505.94
2566,พิษณุโลก,7,อส9,6359536
2566,พิษณุโลก,10,รบ1,0.5
2566,พิษณุโลก,11,ป2,660900
2566,พิษณุโลก,15,รบ1,1192
2566,เพชรบุรี,1,ทป3,38490248.4
2566,เพชรบุรี,1,ป2,1049800
2566,เพชรบุรี,1,ภงด1,201030633.1
2566,เพชรบุรี,1,ภงด2,45642157.62
2566,เพชรบุรี,1,ภงด3,55478423.98
2566,เพชรบุรี,1,ภงด90,63915159.78
2566,เพชรบุรี,1,ภงด91,33193577.74
2566,เพชรบุรี,1,ภงด93,38764.9
2566,เพชรบุรี,1,ภงด94,22272359.05
2566,เพชรบุรี,2,ทป3,6638181.05
2566,เพชรบุรี,2,ป2,905500
2566,เพชรบุรี,2,ภงด50,163214164.7
2566,เพชรบุรี,2,ภงด51,107909984.7
2566,เพชรบุรี,2,ภงด53,208918809.3
2566,เพชรบุรี,2,ภงด54,47940128.21
2566,เพชรบุรี,2,ภงด55,212336.28
2566,เพชรบุรี,5,ทป3,14075170.89
2566,เพชรบุรี,5,ป2,380900
2566,เพชรบุรี,5,ภพ30,796400934.8
2566,เพชรบุรี,5,ภพ36,36480108.95
2566,เพชรบุรี,6,ทป3,130011.42
2566,เพชรบุรี,6,ป2,8000
2566,เพชรบุรี,6,ภธ40,24564077.97
2566,เพชรบุรี,7,อส10,5277735.53
2566,เพชรบุรี,7,อส10.1,193471
2566,เพชรบุรี,7,อส4,5102818.58
2566,เพชรบุรี,7,อส4ก,95838
2566,เพชรบุรี,7,อส4ข,1183942.12
2566,เพชรบุรี,7,อส9,1944018
2566,เพชรบุรี,10,รบ1,1
2566,เพชรบุรี,11,ป2,932700
2566,เพชรบูรณ์,1,ทป3,43320694.7
2566,เพชรบูรณ์,1,ป2,1574300
2566,เพชรบูรณ์,1,ภงด1,50128844.73
2566,เพชรบูรณ์,1,ภงด2,27510978.04
2566,เพชรบูรณ์,1,ภงด3,52945084.36
2566,เพชรบูรณ์,1,ภงด90,59665029.51
2566,เพชรบูรณ์,1,ภงด91,29431008.04
2566,เพชรบูรณ์,1,ภงด93,54852470.17
2566,เพชรบูรณ์,1,ภงด94,16474928.73
2566,เพชรบูรณ์,2,ทป3,8020812.27
2566,เพชรบูรณ์,2,ป2,692000
2566,เพชรบูรณ์,2,ภงด50,124108105.3
2566,เพชรบูรณ์,2,ภงด51,72024347.5
2566,เพชรบูรณ์,2,ภงด53,92903633.19
2566,เพชรบูรณ์,2,ภงด54,150464.15
2566,เพชรบูรณ์,2,ภงด55,593920.47
2566,เพชรบูรณ์,5,ทป3,22847770.51
2566,เพชรบูรณ์,5,ป2,396400
2566,เพชรบูรณ์,5,ภพ30,611153235.9
2566,เพชรบูรณ์,5,ภพ36,2962843.25
2566,เพชรบูรณ์,6,ทป3,1031899.54
2566,เพชรบูรณ์,6,ป2,8100
2566,เพชรบูรณ์,6,ภธ40,30905810.11
2566,เพชรบูรณ์,7,อส10,6885437.13
2566,เพชรบูรณ์,7,อส10.1,112361
2566,เพชรบูรณ์,7,อส4,3217236.2
2566,เพชรบูรณ์,7,อส4ก,74121
2566,เพชรบูรณ์,7,อส4ข,2340025.58
2566,เพชรบูรณ์,7,อส9,3808911
2566,เพชรบูรณ์,10,รบ1,1.5
2566,เพชรบูรณ์,11,ป2,684600
2566,เพชรบูรณ์,15,รบ1,1
2566,แพร่,1,ทป3,23315755.96
2566,แพร่,1,ป2,819800
2566,แพร่,1,ภงด1,51288891.58
2566,แพร่,1,ภงด2,18312286.6
2566,แพร่,1,ภงด3,30735824.25
2566,แพร่,1,ภงด90,29537717.15
2566,แพร่,1,ภงด91,13936557.34
2566,แพร่,1,ภงด93,194271.06
2566,แพร่,1,ภงด94,6557798.17
2566,แพร่,2,ทป3,4174850.22
2566,แพร่,2,ป2,646200
2566,แพร่,2,ภงด50,47208475.96
2566,แพร่,2,ภงด51,34345785.16
2566,แพร่,2,ภงด53,65249431.46
2566,แพร่,2,ภงด54,326.47
2566,แพร่,2,ภงด55,162649.44
2566,แพร่,5,ทป3,8752230.09
2566,แพร่,5,ป2,213800
2566,แพร่,5,ภพ30,463526788.7
2566,แพร่,5,ภพ36,3616925.4
2566,แพร่,6,ทป3,1161315.71
2566,แพร่,6,ป2,9400
2566,แพร่,6,ภธ40,20772508.1
2566,แพร่,7,อส10,2500731
2566,แพร่,7,อส10.1,208409
2566,แพร่,7,อส4,1121745
2566,แพร่,7,อส4ก,38127
2566,แพร่,7,อส4ข,852198.2
2566,แพร่,7,อส9,4830193
2566,แพร่,11,ป2,333000
2566,ภูเก็ต,1,ทป3,146917361.8
2566,ภูเก็ต,1,ป2,2625500
2566,ภูเก็ต,1,ภงด1,1231175184
2566,ภูเก็ต,1,ภงด2,145345014.5
2566,ภูเก็ต,1,ภงด3,370213665.4
2566,ภูเก็ต,1,ภงด90,161936739.9
2566,ภูเก็ต,1,ภงด91,53842178.67
2566,ภูเก็ต,1,ภงด93,12915284.28
2566,ภูเก็ต,1,ภงด94,40657027.69
2566,ภูเก็ต,2,ทป3,112612118.1
2566,ภูเก็ต,2,ป2,3351400
2566,ภูเก็ต,2,ภงด50,697551224.9
2566,ภูเก็ต,2,ภงด51,748129021.6
2566,ภูเก็ต,2,ภงด52,9643921.28
2566,ภูเก็ต,2,ภงด53,1149060247
2566,ภูเก็ต,2,ภงด54,161452082.9
2566,ภูเก็ต,2,ภงด55,1332054.55
2566,ภูเก็ต,5,ทป3,86868773.13
2566,ภูเก็ต,5,ป2,1232600
2566,ภูเก็ต,5,ภพ30,5492914307
2566,ภูเก็ต,5,ภพ30.2,5850.52
2566,ภูเก็ต,5,ภพ36,247385593.1
2566,ภูเก็ต,6,ทป3,5421321.54
2566,ภูเก็ต,6,ป2,93400
2566,ภูเก็ต,6,ภธ40,81610547.65
2566,ภูเก็ต,7,ทป3,101087.23
2566,ภูเก็ต,7,อส10,11501678
2566,ภูเก็ต,7,อส10.1,232247
2566,ภูเก็ต,7,อส4,32547302.05
2566,ภูเก็ต,7,อส4ก,794222
2566,ภูเก็ต,7,อส4ข,3601357.25
2566,ภูเก็ต,7,อส9,6767725
2566,ภูเก็ต,9,รบ1,0.5
2566,ภูเก็ต,10,รบ1,1.5
2566,ภูเก็ต,11,ป2,2890500
2566,ภูเก็ต,15,รบ1,4
2566,มหาสารคาม,1,ทป3,45291614.08
2566,มหาสารคาม,1,ป2,1763900
2566,มหาสารคาม,1,ภงด1,76720757.73
2566,มหาสารคาม,1,ภงด2,11471446.28
2566,มหาสารคาม,1,ภงด3,43696535.73
2566,มหาสารคาม,1,ภงด90,51570730.79
2566,มหาสารคาม,1,ภงด91,35441699.61
2566,มหาสารคาม,1,ภงด93,5349026.83
2566,มหาสารคาม,1,ภงด94,15019035.73
2566,มหาสารคาม,2,ทป3,5069507.46
2566,มหาสารคาม,2,ป2,511800
2566,มหาสารคาม,2,ภงด50,70545128.35
2566,มหาสารคาม,2,ภงด51,53750977.35
2566,มหาสารคาม,2,ภงด53,68355615.47
2566,มหาสารคาม,2,ภงด54,89820.93
2566,มหาสารคาม,2,ภงด55,445938.78
2566,มหาสารคาม,5,ทป3,9235284.09
2566,มหาสารคาม,5,ป2,579400
2566,มหาสารคาม,5,ภพ30,622469658.4
2566,มหาสารคาม,5,ภพ36,1712180.33
2566,มหาสารคาม,6,ทป3,190645.99
2566,มหาสารคาม,6,ป2,23800
2566,มหาสารคาม,6,ภธ40,41249459.55
2566,มหาสารคาม,7,อส10,4990165
2566,มหาสารคาม,7,อส10.1,1303100
2566,มหาสารคาม,7,อส4,3335299
2566,มหาสารคาม,7,อส4ก,63438
2566,มหาสารคาม,7,อส4ข,1418590.5
2566,มหาสารคาม,7,อส9,3787463
2566,มหาสารคาม,10,รบ1,0.5
2566,มหาสารคาม,11,ป2,631700
2566,มุกดาหาร,1,ทป3,17791071.46
2566,มุกดาหาร,1,ป2,656800
2566,มุกดาหาร,1,ภงด1,21799514.82
2566,มุกดาหาร,1,ภงด2,43540282.33
2566,มุกดาหาร,1,ภงด3,17794808.48
2566,มุกดาหาร,1,ภงด90,22930129.79
2566,มุกดาหาร,1,ภงด91,13196251.77
2566,มุกดาหาร,1,ภงด93,11894330.56
2566,มุกดาหาร,1,ภงด94,6112034.26
2566,มุกดาหาร,2,ทป3,8113379.8
2566,มุกดาหาร,2,ป2,484800
2566,มุกดาหาร,2,ภงด50,120950842.2
2566,มุกดาหาร,2,ภงด51,112482144.6
2566,มุกดาหาร,2,ภงด53,41423165.73
2566,มุกดาหาร,2,ภงด54,501516.55
2566,มุกดาหาร,2,ภงด55,43478.08
2566,มุกดาหาร,5,ทป3,10822482.55
2566,มุกดาหาร,5,ป2,234800
2566,มุกดาหาร,5,ภพ30,319756492
2566,มุกดาหาร,5,ภพ36,286606.12
2566,มุกดาหาร,6,ทป3,167608.65
2566,มุกดาหาร,6,ป2,37700
2566,มุกดาหาร,6,ภธ40,19011976.43
2566,มุกดาหาร,7,อส10,2767497.3
2566,มุกดาหาร,7,อส10.1,61680
2566,มุกดาหาร,7,อส4,855921.2
2566,มุกดาหาร,7,อส4ก,35850
2566,มุกดาหาร,7,อส4ข,2447684
2566,มุกดาหาร,7,อส9,2101655
2566,มุกดาหาร,10,รบ1,0.5
2566,มุกดาหาร,11,ป2,331900
2566,มุกดาหาร,15,รบ1,30.67
2566,แม่ฮ่องสอน,1,ทป3,12222556.05
2566,แม่ฮ่องสอน,1,ป2,393200
2566,แม่ฮ่องสอน,1,ภงด1,11202026.13
2566,แม่ฮ่องสอน,1,ภงด2,3105604.53
2566,แม่ฮ่องสอน,1,ภงด3,11082757.62
2566,แม่ฮ่องสอน,1,ภงด90,11926300.78
2566,แม่ฮ่องสอน,1,ภงด91,6972625.17
2566,แม่ฮ่องสอน,1,ภงด93,3410990
2566,แม่ฮ่องสอน,1,ภงด94,4056391.72
2566,แม่ฮ่องสอน,2,ทป3,836433.87
2566,แม่ฮ่องสอน,2,ป2,67800
2566,แม่ฮ่องสอน,2,ภงด50,7954846.64
2566,แม่ฮ่องสอน,2,ภงด51,3825186.74
2566,แม่ฮ่องสอน,2,ภงด53,13137381.18
2566,แม่ฮ่องสอน,2,ภงด55,77249.67
2566,แม่ฮ่องสอน,5,ทป3,3818185.43
2566,แม่ฮ่องสอน,5,ป2,66300
2566,แม่ฮ่องสอน,5,ภพ30,76751056.03
2566,แม่ฮ่องสอน,5,ภพ36,131070
2566,แม่ฮ่องสอน,6,ป2,500
2566,แม่ฮ่องสอน,6,ภธ40,11549485.05
2566,แม่ฮ่องสอน,7,อส10,1460035.5
2566,แม่ฮ่องสอน,7,อส10.1,23361
2566,แม่ฮ่องสอน,7,อส4,924765
2566,แม่ฮ่องสอน,7,อส4ก,9597
2566,แม่ฮ่องสอน,7,อส4ข,129752.22
2566,แม่ฮ่องสอน,7,อส9,636653
2566,แม่ฮ่องสอน,11,ป2,125000
2566,ยโสธร,1,ทป3,21513626.86
2566,ยโสธร,1,ป2,747800
2566,ยโสธร,1,ภงด1,17410701.63
2566,ยโสธร,1,ภงด2,9836822.35
2566,ยโสธร,1,ภงด3,18225655.35
2566,ยโสธร,1,ภงด90,24362016.25
2566,ยโสธร,1,ภงด91,19536676.81
2566,ยโสธร,1,ภงด93,1354660.88
2566,ยโสธร,1,ภงด94,5863515.85
2566,ยโสธร,2,ทป3,2603406.11
2566,ยโสธร,2,ป2,376600
2566,ยโสธร,2,ภงด50,51340415.16
2566,ยโสธร,2,ภงด51,37000155.07
2566,ยโสธร,2,ภงด53,34509692.96
2566,ยโสธร,2,ภงด54,3990
2566,ยโสธร,2,ภงด55,135773.8
2566,ยโสธร,5,ทป3,2453397.98
2566,ยโสธร,5,ป2,367100
2566,ยโสธร,5,ภพ30,330974196.1
2566,ยโสธร,5,ภพ36,1775231.38
2566,ยโสธร,6,ทป3,1945210.87
2566,ยโสธร,6,ป2,14700
2566,ยโสธร,6,ภธ40,25540214.81
2566,ยโสธร,7,อส10,2850315.8
2566,ยโสธร,7,อส10.1,535570
2566,ยโสธร,7,อส4,1242000.46
2566,ยโสธร,7,อส4ก,62931
2566,ยโสธร,7,อส4ข,730752.11
2566,ยโสธร,7,อส9,5665851
2566,ยโสธร,10,รบ1,0.5
2566,ยโสธร,11,ป2,406200
2566,ยโสธร,15,รบ1,0.5
2566,ยะลา,1,ทป3,24705798.91
2566,ยะลา,1,ป2,604300
2566,ยะลา,1,ภงด1,33156195.86
2566,ยะลา,1,ภงด2,7585638.09
2566,ยะลา,1,ภงด3,28610965.21
2566,ยะลา,1,ภงด90,18909526.3
2566,ยะลา,1,ภงด91,21753020.07
2566,ยะลา,1,ภงด93,2477593.92
2566,ยะลา,1,ภงด94,3751049.79
2566,ยะลา,2,ทป3,2292345.42
2566,ยะลา,2,ป2,379800
2566,ยะลา,2,ภงด50,17181397.02
2566,ยะลา,2,ภงด51,12351821.09
2566,ยะลา,2,ภงด52,13680
2566,ยะลา,2,ภงด53,61896577.65
2566,ยะลา,2,ภงด54,2375483.54
2566,ยะลา,2,ภงด55,97395.4
2566,ยะลา,5,ทป3,20660357.65
2566,ยะลา,5,ป2,165900
2566,ยะลา,5,ภพ30,420491594.7
2566,ยะลา,5,ภพ36,901049.23
2566,ยะลา,6,ทป3,1973341.9
2566,ยะลา,6,ป2,5000
2566,ยะลา,6,ภธ40,27904846.72
2566,ยะลา,7,อส10,2732528.8
2566,ยะลา,7,อส4,5050456
2566,ยะลา,7,อส4ก,43468
2566,ยะลา,7,อส4ข,1594592.9
2566,ยะลา,7,อส9,422981
2566,ยะลา,10,รบ1,0.5
2566,ยะลา,11,ป2,425200
2566,ร้อยเอ็ด,1,ทป3,60065588.51
2566,ร้อยเอ็ด,1,ป2,1943700
2566,ร้อยเอ็ด,1,ภงด1,86986616.62
2566,ร้อยเอ็ด,1,ภงด2,84171911.21
2566,ร้อยเอ็ด,1,ภงด3,63889747.94
2566,ร้อยเอ็ด,1,ภงด90,57770452.01
2566,ร้อยเอ็ด,1,ภงด91,45383216.49
2566,ร้อยเอ็ด,1,ภงด93,276036.34
2566,ร้อยเอ็ด,1,ภงด94,16372574.62
2566,ร้อยเอ็ด,2,ทป3,7703560.15
2566,ร้อยเอ็ด,2,ป2,785800
2566,ร้อยเอ็ด,2,ภงด50,436032877.2
2566,ร้อยเอ็ด,2,ภงด51,420178137.8
2566,ร้อยเอ็ด,2,ภงด53,124716971.8
2566,ร้อยเอ็ด,2,ภงด54,6321763.1
2566,ร้อยเอ็ด,2,ภงด55,680504.64
2566,ร้อยเอ็ด,5,ทป3,35243177.46
2566,ร้อยเอ็ด,5,ป2,749800
2566,ร้อยเอ็ด,5,ภพ30,1461026562
2566,ร้อยเอ็ด,5,ภพ36,3737386
2566,ร้อยเอ็ด,6,ทป3,18915.69
2566,ร้อยเอ็ด,6,ป2,18100
2566,ร้อยเอ็ด,6,ภธ40,54619133.46
2566,ร้อยเอ็ด,7,อส10,7090713.1
2566,ร้อยเอ็ด,7,อส10.1,833435
2566,ร้อยเอ็ด,7,อส4,5760224.5
2566,ร้อยเอ็ด,7,อส4ก,114588.05
2566,ร้อยเอ็ด,7,อส4ข,4429995.2
2566,ร้อยเอ็ด,7,อส9,2265212
2566,ร้อยเอ็ด,10,รบ1,2.5
2566,ร้อยเอ็ด,11,ป2,1413300
2566,ร้อยเอ็ด,15,รบ1,2.5
2566,ระนอง,1,ทป3,32204915.24
2566,ระนอง,1,ป2,255200
2566,ระนอง,1,ภงด1,10764730.87
2566,ระนอง,1,ภงด2,14179548.86
2566,ระนอง,1,ภงด3,13730555.9
2566,ระนอง,1,ภงด90,28222851.88
2566,ระนอง,1,ภงด91,8271339.04
2566,ระนอง,1,ภงด93,18110566.5
2566,ระนอง,1,ภงด94,10872986.42
2566,ระนอง,2,ทป3,5301166.79
2566,ระนอง,2,ป2,634900
2566,ระนอง,2,ภงด50,41105598.32
2566,ระนอง,2,ภงด51,32005536.74
2566,ระนอง,2,ภงด53,23926560.69
2566,ระนอง,2,ภงด55,102220.03
2566,ระนอง,5,ทป3,9810851.25
2566,ระนอง,5,ป2,104700
2566,ระนอง,5,ภพ30,228313427.2
2566,ระนอง,5,ภพ36,346456.44
2566,ระนอง,6,ทป3,383325.6
2566,ระนอง,6,ป2,10000
2566,ระนอง,6,ภธ40,5970536.16
2566,ระนอง,7,อส10,1981225
2566,ระนอง,7,อส10.1,344017
2566,ระนอง,7,อส4,1941327.5
2566,ระนอง,7,อส4ก,75134
2566,ระนอง,7,อส4ข,317705
2566,ระนอง,7,อส9,74410
2566,ระนอง,11,ป2,590800
2566,ระนอง,15,รบ1,365
2566,ระยอง,1,ทป3,207959136
2566,ระยอง,1,ป2,2876800
2566,ระยอง,1,ภงด1,7247800123
2566,ระยอง,1,ภงด2,246906961.1
2566,ระยอง,1,ภงด3,496198544.8
2566,ระยอง,1,ภงด90,183809512
2566,ระยอง,1,ภงด91,610459851.4
2566,ระยอง,1,ภงด93,6069602.41
2566,ระยอง,1,ภงด94,45722127.92
2566,ระยอง,2,ทป3,48968785.24
2566,ระยอง,2,ป2,4999400
2566,ระยอง,2,ภงด50,9227818339
2566,ระยอง,2,ภงด51,7715809620
2566,ระยอง,2,ภงด52,5679460.29
2566,ระยอง,2,ภงด53,5115431485
2566,ระยอง,2,ภงด54,9536883742
2566,ระยอง,2,ภงด55,567617.3
2566,ระยอง,5,ทป3,175203858.9
2566,ระยอง,5,ป2,1730500
2566,ระยอง,5,ภพ30,12496905732
2566,ระยอง,5,ภพ30.2,922.94
2566,ระยอง,5,ภพ36,3240200606
2566,ระยอง,6,ทป3,147121
2566,ระยอง,6,ป2,53400
2566,ระยอง,6,ภธ40,105746407.5
2566,ระยอง,7,ทป3,259
2566,ระยอง,7,อส10,22319777
2566,ระยอง,7,อส10.1,446910
2566,ระยอง,7,อส4,27320396
2566,ระยอง,7,อส4ก,363076
2566,ระยอง,7,อส4ข,9899514.25
2566,ระยอง,7,อส9,68566962
2566,ระยอง,10,รบ1,0.5
2566,ระยอง,11,ป2,2100700
2566,ระยอง,15,รบ1,414.34
2566,ราชบุรี,1,ทป3,81531191.34
2566,ราชบุรี,1,ป2,1570100
2566,ราชบุรี,1,ภงด1,280808995.2
2566,ราชบุรี,1,ภงด2,91488223.26
2566,ราชบุรี,1,ภงด3,125840956.7
2566,ราชบุรี,1,ภงด90,122560258.8
2566,ราชบุรี,1,ภงด91,56606389.99
2566,ราชบุรี,1,ภงด93,16338171.99
2566,ราชบุรี,1,ภงด94,31380370.48
2566,ราชบุรี,2,ทป3,12260944.57
2566,ราชบุรี,2,ป2,2485800
2566,ราชบุรี,2,ภงด50,513342942.3
2566,ราชบุรี,2,ภงด51,328212099.5
2566,ราชบุรี,2,ภงด53,321078439.8
2566,ราชบุรี,2,ภงด54,61693127.78
2566,ราชบุรี,2,ภงด55,255857.84
2566,ราชบุรี,5,ทป3,76291051.98
2566,ราชบุรี,5,ป2,690800
2566,ราชบุรี,5,ภพ30,2072840375
2566,ราชบุรี,5,ภพ30.2,510897.46
2566,ราชบุรี,5,ภพ36,60649823.78
2566,ราชบุรี,6,ทป3,192.42
2566,ราชบุรี,6,ป2,30300
2566,ราชบุรี,6,ภธ40,50973756.38
2566,ราชบุรี,7,อส10,8848561.16
2566,ราชบุรี,7,อส10.1,314021
2566,ราชบุรี,7,อส4,7287019.98
2566,ราชบุรี,7,อส4ก,114463
2566,ราชบุรี,7,อส4ข,1076565.45
2566,ราชบุรี,7,อส9,7429656
2566,ราชบุรี,10,รบ1,4
2566,ราชบุรี,11,ป2,1144000
2566,ลพบุรี,1,ทป3,51522007.06
2566,ลพบุรี,1,ป2,1063200
2566,ลพบุรี,1,ภงด1,78771976.06
2566,ลพบุรี,1,ภงด2,35963867.34
2566,ลพบุรี,1,ภงด3,69101728.26
2566,ลพบุรี,1,ภงด90,73699092.34
2566,ลพบุรี,1,ภงด91,35597446.49
2566,ลพบุรี,1,ภงด93,22229828.35
2566,ลพบุรี,1,ภงด94,16626456.38
2566,ลพบุรี,2,ทป3,6207347.72
2566,ลพบุรี,2,ป2,983700
2566,ลพบุรี,2,ภงด50,199043309.7
2566,ลพบุรี,2,ภงด51,148291393.9
2566,ลพบุรี,2,ภงด53,136621119.8
2566,ลพบุรี,2,ภงด54,49786574.26
2566,ลพบุรี,2,ภงด55,669146.49
2566,ลพบุรี,5,ทป3,20247862.25
2566,ลพบุรี,5,ป2,398900
2566,ลพบุรี,5,ภพ30,988256408.1
2566,ลพบุรี,5,ภพ36,79093832.05
2566,ลพบุรี,6,ทป3,188206.8
2566,ลพบุรี,6,ป2,88000
2566,ลพบุรี,6,ภธ40,37385726.55
2566,ลพบุรี,7,อส10,5736961
2566,ลพบุรี,7,อส10.1,157298
2566,ลพบุรี,7,อส4,6547147.3
2566,ลพบุรี,7,อส4ก,116937
2566,ลพบุรี,7,อส4ข,1083199
2566,ลพบุรี,7,อส9,958524
2566,ลพบุรี,10,รบ1,6
2566,ลพบุรี,11,ป2,1174400
2566,ลำปาง,1,ทป3,57242722.02
2566,ลำปาง,1,ป2,2013700
2566,ลำปาง,1,ภงด1,122725935.9
2566,ลำปาง,1,ภงด2,41930190.53
2566,ลำปาง,1,ภงด3,57158958.05
2566,ลำปาง,1,ภงด90,60542702.37
2566,ลำปาง,1,ภงด91,36759275.55
2566,ลำปาง,1,ภงด93,2291539.36
2566,ลำปาง,1,ภงด94,17812081.24
2566,ลำปาง,2,ทป3,18469869.17
2566,ลำปาง,2,ป2,896000
2566,ลำปาง,2,ภงด50,117181886.8
2566,ลำปาง,2,ภงด51,68339849.08
2566,ลำปาง,2,ภงด53,211421438.9
2566,ลำปาง,2,ภงด54,22828.45
2566,ลำปาง,2,ภงด55,470706.41
2566,ลำปาง,5,ทป3,49905849.51
2566,ลำปาง,5,ป2,566200
2566,ลำปาง,5,ภพ30,1071338633
2566,ลำปาง,5,ภพ36,4228769.47
2566,ลำปาง,6,ทป3,777446.18
2566,ลำปาง,6,ป2,83500
2566,ลำปาง,6,ภธ40,30155264.83
2566,ลำปาง,7,อส10,5904777
2566,ลำปาง,7,อส10.1,455650
2566,ลำปาง,7,อส4,5091273.1
2566,ลำปาง,7,อส4ก,118166
2566,ลำปาง,7,อส4ข,1944643.4
2566,ลำปาง,7,อส9,5666308
2566,ลำปาง,9,รบ1,530
2566,ลำปาง,10,รบ1,1
2566,ลำปาง,11,ป2,995800
2566,ลำพูน,1,ทป3,33344530.9
2566,ลำพูน,1,ป2,838800
2566,ลำพูน,1,ภงด1,345834345
2566,ลำพูน,1,ภงด2,23528889.59
2566,ลำพูน,1,ภงด3,61433075.47
2566,ลำพูน,1,ภงด90,35765586.75
2566,ลำพูน,1,ภงด91,27620190.37
2566,ลำพูน,1,ภงด93,161443.38
2566,ลำพูน,1,ภงด94,9006008.89
2566,ลำพูน,2,ทป3,17765983.69
2566,ลำพูน,2,ป2,594800
2566,ลำพูน,2,ภงด50,507438362.9
2566,ลำพูน,2,ภงด51,526335531.2
2566,ลำพูน,2,ภงด53,251132754.5
2566,ลำพูน,2,ภงด54,459205039.1
2566,ลำพูน,2,ภงด55,286422.59
2566,ลำพูน,5,ทป3,23676182.63
2566,ลำพูน,5,ป2,270700
2566,ลำพูน,5,ภพ30,733366175.3
2566,ลำพูน,5,ภพ36,299261146.9
2566,ลำพูน,6,ทป3,1118642.47
2566,ลำพูน,6,ป2,47200
2566,ลำพูน,6,ภธ40,20363375.89
2566,ลำพูน,7,ทป3,7875
2566,ลำพูน,7,อส10,3696285.45
2566,ลำพูน,7,อส10.1,662201
2566,ลำพูน,7,อส4,6386274
2566,ลำพูน,7,อส4ก,46957.8
2566,ลำพูน,7,อส4ข,1876016
2566,ลำพูน,7,อส9,2370568
2566,ลำพูน,10,รบ1,3.5
2566,ลำพูน,11,ป2,725100
2566,ลำพูน,15,รบ1,420
2566,เลย,1,ทป3,38128029.65
2566,เลย,1,ป2,1384400
2566,เลย,1,ภงด1,34518716.06
2566,เลย,1,ภงด2,14258015.31
2566,เลย,1,ภงด3,56904432.34
2566,เลย,1,ภงด90,42051302.67
2566,เลย,1,ภงด91,22862444.81
2566,เลย,1,ภงด93,52964567.01
2566,เลย,1,ภงด94,12517088.9
2566,เลย,2,ทป3,17420173.44
2566,เลย,2,ป2,672300
2566,เลย,2,ภงด50,72077023.12
2566,เลย,2,ภงด51,52167658.7
2566,เลย,2,ภงด53,86267685.3
2566,เลย,2,ภงด55,359839.29
2566,เลย,5,ทป3,9518822.79
2566,เลย,5,ป2,432900
2566,เลย,5,ภพ30,606198941.2
2566,เลย,5,ภพ36,1822900.22
2566,เลย,6,ทป3,157637.63
2566,เลย,6,ป2,17900
2566,เลย,6,ภธ40,26472579.21
2566,เลย,7,อส10,3864286
2566,เลย,7,อส10.1,259379
2566,เลย,7,อส4,2787151
2566,เลย,7,อส4ก,76191
2566,เลย,7,อส4ข,952482.71
2566,เลย,7,อส9,4215233
2566,เลย,11,ป2,359600
2566,ศรีสะเกษ,1,ทป3,54309968.44
